Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City
B-25961,366,84,3,Furniture,Bookcases,COD,3/11/2018,Mrunal,Maharashtra,Mumbai
B-25701,33,-29,3,Clothing,Shirt,UPI,19-02-2018,Kanak,Goa,Goa
B-25970,365,107,3,Electronics,Phones,COD,6/9/2018,Shreya,Kerala ,Thiruvananthapuram
B-25933,207,-100,2,Clothing,Saree,UPI,24-11-2018,Divyeshkumar,Uttar Pradesh,Prayagraj
B-26081,359,-338,5,Furniture,Bookcases,COD,16-05-2018,Shruti,Karnataka,Bangalore
B-25650,351,-47,8,Electronics,Phones,COD,22-12-2018,Karandeep,Madhya Pradesh,Indore
B-25850,485,199,4,Clothing,Saree,EMI,22-01-2018,Mitali,Madhya Pradesh,Indore
B-25643,37,-23,4,Clothing,Shirt,UPI,15-03-2018,Farah,Nagaland,Kohima
B-26100,34,10,2,Clothing,T-shirt,Debit Card,17-11-2018,Ankit,Sikkim,Gangtok
B-25964,346,108,3,Furniture,Chairs,COD,28-06-2018,Ekta,Madhya Pradesh,Indore
B-25676,342,-103,4,Electronics,Electronic Games,COD,17-05-2018,Subhashree,Jammu and Kashmir,Kashmir
B-25628,35,-8,2,Furniture,Furnishings,Debit Card,12/8/2018,Nitant,Rajasthan,Jaipur
B-25891,121,41,4,Clothing,Stole,UPI,30-08-2018,Surabhi,Rajasthan,Jaipur
B-25903,336,57,2,Electronics,Phones,COD,15-11-2018,Aayush,Uttar Pradesh,Lucknow
B-25851,336,71,3,Furniture,Bookcases,COD,11/3/2018,Aditya,Punjab,Chandigarh
B-26089,27,4,1,Clothing,Hankerchief,COD,8/10/2018,Apsingekar,Bihar,Patna
B-25996,333,50,2,Electronics,Phones,COD,9/12/2018,Anand,Punjab,Amritsar
B-25881,36,7,3,Clothing,Leggings,Debit Card,25-03-2018,Anita,Kerala ,Thiruvananthapuram
B-25621,333,-15,3,Electronics,Phones,COD,8/5/2018,Tushina,Goa,Goa
B-25727,327,114,4,Clothing,Trousers,COD,9/2/2018,Kalyani,Tamil Nadu,Chennai
B-25843,18,6,3,Clothing,Hankerchief,UPI,1/10/2018,Divyansh,Gujarat,Ahmedabad
B-26050,325,32,7,Clothing,T-shirt,COD,31-12-2018,Shreya,Uttar Pradesh,Lucknow
B-25741,482,-6,7,Electronics,Electronic Games,EMI,31-01-2018,Ginny,Madhya Pradesh,Indore
B-25756,465,-33,4,Electronics,Phones,EMI,3/2/2018,Omkar,Delhi,Delhi
B-25787,40,-12,3,Clothing,Shirt,COD,20-04-2018,Sarita,Maharashtra,Pune
B-25603,107,36,6,Clothing,Stole,COD,7/7/2018,Adhvaita,Rajasthan,Jaipur
B-25655,312,-312,7,Furniture,Chairs,COD,25-01-2018,Piyam,Punjab,Amritsar
B-26096,451,25,3,Electronics,Phones,EMI,16-03-2018,Shefali,Rajasthan,Jaipur
B-25962,312,62,1,Electronics,Electronic Games,COD,16-07-2018,Anchal,Haryana,Chandigarh
B-26007,311,72,2,Furniture,Bookcases,COD,15-11-2018,Manibalan,Kerala ,Thiruvananthapuram
B-26088,11,5,2,Clothing,Hankerchief,UPI,3/2/2018,Mansi,Madhya Pradesh,Indore
B-25673,37,-5,3,Clothing,T-shirt,Debit Card,1/8/2018,Shubham,Madhya Pradesh,Indore
B-25664,444,-200,4,Electronics,Phones,EMI,1/3/2018,Amit,Sikkim,Gangtok
B-25642,434,26,11,Clothing,Shirt,Credit Card,27-01-2018,Aayushi,Gujarat,Surat
B-25987,299,0,6,Clothing,Stole,COD,12/12/2018,Pradeep,Delhi,Delhi
B-25903,37,17,3,Clothing,Hankerchief,Debit Card,7/1/2018,Jaideep,Nagaland,Kohima
B-25770,299,113,2,Furniture,Bookcases,COD,24-09-2018,Aditya,Himachal Pradesh,Simla
B-25840,298,74,2,Furniture,Bookcases,COD,27-02-2018,Ritu,Haryana,Chandigarh
B-25846,94,7,7,Clothing,Leggings,UPI,18-06-2018,Suhani,West Bengal,Kolkata
B-25745,296,225,11,Clothing,Saree,COD,18-01-2018,Shreya,Andhra Pradesh,Hyderabad
B-26073,37,17,3,Clothing,Hankerchief,Debit Card,23-02-2018,Hitika,Madhya Pradesh,Indore
B-26030,291,93,2,Electronics,Printers,COD,25-12-2018,Sandra,Punjab,Amritsar
B-25678,327,-39,1,Electronics,Phones,COD,10/1/2018,Syed,Maharashtra,Pune
B-26035,291,119,11,Clothing,Saree,COD,19-07-2018,Sheetal,Madhya Pradesh,Indore
B-25896,287,-66,6,Clothing,Kurti,COD,19-02-2018,Vandana,Himachal Pradesh,Simla
B-25989,42,15,1,Electronics,Accessories,UPI,18-06-2018,Subhasmita,Rajasthan,Jaipur
B-26016,429,61,3,Electronics,Electronic Games,Credit Card,21-05-2018,Chayanika,Kerala ,Thiruvananthapuram
B-26009,285,128,2,Electronics,Printers,COD,8/2/2018,Nandita,Rajasthan,Jaipur
B-25915,277,3,1,Electronics,Electronic Games,COD,11/4/2018,Anita,Kerala ,Thiruvananthapuram
B-25845,274,-7,4,Electronics,Phones,COD,10/12/2018,Suraj,Gujarat,Surat
B-25645,273,-87,4,Electronics,Phones,COD,22-04-2018,Atharv,West Bengal,Kolkata
B-25803,269,91,1,Electronics,Electronic Games,COD,8/7/2018,Raksha,West Bengal,Kolkata
B-26030,11,5,1,Clothing,Skirt,COD,27-03-2018,Manju,Andhra Pradesh,Hyderabad
B-25955,39,2,2,Clothing,Saree,Debit Card,3/4/2018,Divsha,Rajasthan,Jaipur
B-26096,264,-26,3,Clothing,Trousers,COD,23-10-2018,Sheetal,Madhya Pradesh,Indore
B-25635,40,16,3,Clothing,Hankerchief,Debit Card,29-10-2018,Moumita,Gujarat,Ahmedabad
B-26038,41,19,2,Clothing,T-shirt,Debit Card,19-02-2018,Bhavna,Sikkim,Gangtok
B-25791,253,-63,2,Clothing,Saree,UPI,9/10/2018,Suman,Kerala ,Thiruvananthapuram
B-26014,406,97,7,Furniture,Chairs,Credit Card,11/12/2018,Bhargav,Delhi,Delhi
B-25751,32,7,3,Clothing,Hankerchief,COD,13-01-2018,Mukund,Maharashtra,Pune
B-25962,260,68,2,Electronics,Printers,COD,27-03-2018,Deepak,Madhya Pradesh,Bhopal
B-26025,41,19,5,Clothing,Hankerchief,Debit Card,13-01-2018,Shantanu,Maharashtra,Mumbai
B-26048,401,13,6,Furniture,Chairs,Credit Card,7/2/2018,Patil,Delhi,Delhi
B-25635,382,30,3,Clothing,Saree,Credit Card,2/9/2018,Vaibhavi,Uttar Pradesh,Lucknow
B-25981,867,251,5,Electronics,Phones,COD,15-05-2018,Sanskriti,West Bengal,Kolkata
B-25610,43,0,3,Clothing,Saree,Debit Card,28-12-2018,Prajakta,Karnataka,Bangalore
B-25733,43,-43,7,Clothing,Stole,Debit Card,27-11-2018,Saptadeep,Gujarat,Surat
B-25977,74,29,3,Clothing,Stole,COD,12/1/2018,Saurabh,Andhra Pradesh,Hyderabad
B-25655,44,-26,3,Clothing,Hankerchief,Debit Card,16-03-2018,Nida,Madhya Pradesh,Indore
B-25612,259,-55,2,Furniture,Chairs,COD,24-03-2018,Yogesh,Bihar,Patna
B-25608,257,23,5,Clothing,Hankerchief,COD,20-07-2018,Anisha,Nagaland,Kohima
B-25752,76,27,5,Clothing,Stole,COD,24-04-2018,Sahil,Punjab,Chandigarh
B-25700,44,-32,3,Clothing,Stole,Debit Card,28-05-2018,Arsheen,Gujarat,Ahmedabad
B-25856,257,3,2,Clothing,Saree,COD,17-06-2018,Rashmi,Madhya Pradesh,Indore
B-26026,255,76,9,Clothing,Hankerchief,COD,3/2/2018,Gaurav,Rajasthan,Udaipur
B-25861,44,14,3,Clothing,Hankerchief,Debit Card,29-08-2018,Meghana,Madhya Pradesh,Bhopal
B-25673,45,-2,4,Clothing,Shirt,COD,4/12/2018,Aditi,Rajasthan,Udaipur
B-25681,44,-3,1,Clothing,Saree,Debit Card,26-03-2018,Kanak,Goa,Goa
B-26051,382,119,2,Clothing,Saree,Credit Card,13-09-2018,Teena,Andhra Pradesh,Hyderabad
B-25951,250,100,3,Clothing,Trousers,COD,9/6/2018,Samiksha,Maharashtra,Mumbai
B-25799,45,-15,2,Furniture,Chairs,COD,3/8/2018,Daksh,Haryana,Chandigarh
B-26053,246,61,2,Furniture,Bookcases,COD,26-07-2018,Akash,West Bengal,Kolkata
B-26030,50,25,5,Clothing,Stole,COD,4/5/2018,Aditya,Punjab,Chandigarh
B-26054,246,98,5,Clothing,Hankerchief,COD,24-02-2018,Pooja,Bihar,Patna
B-25696,44,99,3,Clothing,Kurti,Debit Card,25-06-2018,Shubhi,Maharashtra,Mumbai
B-25660,245,-78,3,Clothing,Saree,COD,14-02-2018,Kasheen,West Bengal,Kolkata
B-25858,245,30,2,Clothing,Saree,COD,29-06-2018,Riya,Maharashtra,Mumbai
B-26045,376,0,7,Clothing,Stole,Credit Card,10/10/2018,Utsav,Maharashtra,Mumbai
B-25850,45,1,3,Clothing,T-shirt,Debit Card,16-10-2018,Ajay,West Bengal,Kolkata
B-25781,45,-28,2,Clothing,Stole,Debit Card,24-11-2018,Megha,Rajasthan,Udaipur
B-25918,244,-122,5,Furniture,Furnishings,COD,24-05-2018,Rhea,Himachal Pradesh,Simla
B-25971,244,83,2,Furniture,Bookcases,COD,1/10/2018,Ishit,Maharashtra,Pune
B-25870,10,4,1,Clothing,Kurti,UPI,1/1/2018,Smriti,Bihar,Patna
B-25770,375,180,3,Furniture,Bookcases,Credit Card,17-02-2018,Anita,Kerala ,Thiruvananthapuram
B-25757,46,14,5,Clothing,Skirt,Debit Card,16-03-2018,Ankita,Maharashtra,Mumbai
B-25699,49,-31,2,Clothing,Stole,UPI,26-11-2018,Masurkar,Punjab,Amritsar
B-25776,47,-20,2,Clothing,Kurti,Debit Card,4/12/2018,Shivani,Madhya Pradesh,Indore
B-25893,355,-114,7,Clothing,Stole,Credit Card,16-10-2018,Dheeraj,Rajasthan,Jaipur
B-25985,32,8,5,Clothing,Hankerchief,UPI,3/12/2018,Abhishek,Gujarat,Surat
B-25681,243,-14,2,Furniture,Chairs,COD,21-11-2018,Gunjal,Gujarat,Surat
B-26063,241,-77,4,Electronics,Electronic Games,COD,26-04-2018,Ashmi,Madhya Pradesh,Indore
B-26032,47,15,5,Clothing,Saree,Debit Card,15-04-2018,Kanak,Goa,Goa
B-26001,50,-10,6,Clothing,Skirt,Debit Card,23-01-2018,Jesslyn,Rajasthan,Udaipur
B-26056,15,6,2,Clothing,Hankerchief,COD,5/10/2018,Ankit,Maharashtra,Mumbai
B-25850,148,24,3,Clothing,Stole,COD,15-11-2018,Akshay,Tamil Nadu,Chennai
B-25767,299,-28,3,Electronics,Electronic Games,UPI,22-03-2018,Sonakshi,Jammu and Kashmir,Kashmir
B-25693,68,-30,1,Electronics,Phones,UPI,7/10/2018,Vipul,Uttar Pradesh,Lucknow
B-25850,52,18,5,Clothing,Leggings,Debit Card,29-07-2018,Pranav,Madhya Pradesh,Indore
B-25796,239,-162,5,Furniture,Chairs,COD,24-11-2018,Apoorv,Rajasthan,Udaipur
B-26053,27,6,3,Clothing,Skirt,COD,4/1/2018,Rahul,Madhya Pradesh,Indore
B-25650,238,20,2,Clothing,Saree,COD,17-12-2018,Geetanjali,Delhi,Delhi
B-25961,48,16,3,Clothing,Shirt,COD,16-12-2018,Preksha,Delhi,Delhi
B-26023,66,22,3,Clothing,Stole,UPI,20-10-2018,Shyam,Madhya Pradesh,Indore
B-25809,53,24,1,Clothing,Hankerchief,Debit Card,6/7/2018,Sakshi,Madhya Pradesh,Bhopal
B-25621,233,-10,5,Electronics,Electronic Games,COD,15-11-2018,Aromal,Maharashtra,Mumbai
B-25854,53,-2,3,Clothing,Saree,Debit Card,21-12-2018,Sanjay,Maharashtra,Mumbai
B-26057,54,8,4,Clothing,T-shirt,Debit Card,5/3/2018,Lisha,Madhya Pradesh,Bhopal
B-25688,352,-345,5,Clothing,Saree,Credit Card,24-12-2018,Jayanti,Uttar Pradesh,Prayagraj
B-25885,349,0,7,Clothing,Stole,Credit Card,24-06-2018,Kritika,Uttar Pradesh,Lucknow
B-25753,341,-85,6,Clothing,Trousers,Credit Card,30-07-2018,Arindam,Uttar Pradesh,Lucknow
B-25981,54,12,3,Clothing,Saree,Debit Card,26-06-2018,Maithilee,Madhya Pradesh,Indore
B-26055,57,7,2,Clothing,Shirt,UPI,27-03-2018,Ramesh,Gujarat,Ahmedabad
B-25714,340,20,7,Clothing,Shirt,Credit Card,23-03-2018,Jitesh,Uttar Pradesh,Lucknow
B-26055,227,48,5,Clothing,Stole,COD,14-10-2018,Sandeep,Madhya Pradesh,Indore
B-25989,330,81,1,Furniture,Bookcases,Credit Card,3/11/2018,Soodesh,Punjab,Chandigarh
B-25710,216,-38,6,Furniture,Furnishings,UPI,12/2/2018,Bharat,Gujarat,Ahmedabad
B-25773,224,-143,3,Furniture,Chairs,COD,24-04-2018,Ritu,Haryana,Chandigarh
B-25661,55,-33,2,Furniture,Chairs,Debit Card,6/4/2018,Hazel,Karnataka,Bangalore
B-26021,49,21,1,Clothing,Stole,UPI,10/8/2018,Shivam,Maharashtra,Pune
B-26057,224,87,3,Clothing,Trousers,COD,8/2/2018,Parnavi,West Bengal,Kolkata
B-25858,223,27,2,Furniture,Bookcases,COD,3/11/2018,Swati,Madhya Pradesh,Indore
B-25857,324,39,8,Electronics,Accessories,Credit Card,19-11-2018,Parakh,Nagaland,Kohima
B-25656,56,18,2,Clothing,Hankerchief,Debit Card,16-03-2018,Priyanka,Maharashtra,Pune
B-25999,223,62,7,Clothing,Shirt,COD,15-11-2018,Arun,Madhya Pradesh,Indore
B-25856,10,2,2,Clothing,Skirt,COD,25-02-2018,Hemant,Kerala ,Thiruvananthapuram
B-25926,57,6,5,Clothing,Leggings,Debit Card,20-12-2018,Utkarsh,Gujarat,Surat
B-25728,322,-113,4,Clothing,Saree,Credit Card,27-03-2018,Sagar,Nagaland,Kohima
B-26076,219,4,2,Clothing,Saree,COD,31-01-2018,Nirja,Delhi,Delhi
B-25913,103,21,7,Clothing,Stole,UPI,11/12/2018,Abhijit,Delhi,Delhi
B-25703,47,-27,4,Clothing,Saree,COD,14-02-2018,Sonakshi,Jammu and Kashmir,Kashmir
B-25858,219,0,1,Clothing,Saree,COD,30-04-2018,Mayank,Maharashtra,Mumbai
B-25727,57,-48,6,Clothing,Leggings,Debit Card,4/6/2018,Avni,Maharashtra,Mumbai
B-26020,319,102,6,Electronics,Accessories,Credit Card,18-07-2018,Wale,Maharashtra,Mumbai
B-26003,315,-8,3,Furniture,Chairs,Credit Card,5/4/2018,Kasheen,West Bengal,Kolkata
B-25925,314,-41,3,Electronics,Electronic Games,Credit Card,24-09-2018,Abhishek,Maharashtra,Mumbai
B-26087,311,40,1,Electronics,Electronic Games,EMI,4/6/2018,Aayushi,Madhya Pradesh,Indore
B-25810,307,74,3,Electronics,Accessories,EMI,4/1/2018,Sidharth,Maharashtra,Mumbai
B-25858,294,109,7,Electronics,Accessories,EMI,4/1/2018,Bhutekar,Madhya Pradesh,Indore
B-25861,216,-83,3,Electronics,Electronic Games,COD,2/2/2018,Mugdha,Delhi,Delhi
B-25661,58,-42,2,Furniture,Chairs,Debit Card,15-04-2018,Bhavna,Sikkim,Gangtok
B-25943,48,20,4,Clothing,Stole,UPI,22-02-2018,Deepak,Madhya Pradesh,Bhopal
B-25955,54,14,3,Clothing,T-shirt,UPI,1/10/2018,Aryan,Madhya Pradesh,Bhopal
B-26051,216,50,4,Clothing,Stole,COD,29-10-2018,Krishna,Madhya Pradesh,Indore
B-25999,215,-30,2,Clothing,Saree,COD,22-03-2018,Divsha,Rajasthan,Jaipur
B-26083,43,8,3,Clothing,Leggings,COD,5/1/2018,Nikhil,Punjab,Chandigarh
B-25950,136,-33,5,Clothing,Saree,COD,5/1/2018,Shikhar,Himachal Pradesh,Simla
B-25625,59,-30,3,Clothing,Leggings,Debit Card,11/7/2018,Surabhi,Tamil Nadu,Chennai
B-26055,213,4,14,Clothing,Shirt,COD,3/8/2018,Rane,Maharashtra,Mumbai
B-26023,59,21,2,Clothing,Stole,Debit Card,27-08-2018,Noshiba,Gujarat,Ahmedabad
B-26010,55,3,3,Clothing,T-shirt,COD,22-11-2018,Saurabh,Maharashtra,Mumbai
B-25955,294,62,9,Clothing,T-shirt,EMI,24-11-2018,Siddharth,Madhya Pradesh,Indore
B-25900,210,62,2,Electronics,Phones,COD,30-12-2018,Dipali,Madhya Pradesh,Indore
B-26089,59,24,6,Clothing,Kurti,Debit Card,21-03-2018,Bharat,Gujarat,Ahmedabad
B-25655,396,-31,9,Clothing,Saree,COD,23-04-2018,Hitika,Madhya Pradesh,Indore
B-25979,284,45,2,Furniture,Bookcases,EMI,6/1/2018,Vivek,Goa,Goa
B-26002,276,52,5,Clothing,Saree,EMI,4/3/2018,Ashmi,Madhya Pradesh,Indore
B-25635,23,2,2,Clothing,Skirt,UPI,17-03-2018,Sanskriti,West Bengal,Kolkata
B-26084,209,-63,4,Electronics,Electronic Games,COD,20-02-2018,Sagar,Nagaland,Kohima
B-25998,50,-28,5,Furniture,Furnishings,COD,19-01-2018,Pratiksha,Maharashtra,Mumbai
B-25872,57,27,2,Clothing,Shirt,COD,26-12-2018,Akshata,Gujarat,Surat
B-25795,276,-21,2,Electronics,Phones,EMI,16-11-2018,Komal,Himachal Pradesh,Simla
B-25902,268,6,2,Furniture,Bookcases,UPI,6/4/2018,Sonakshi,Jammu and Kashmir,Kashmir
B-25650,269,111,3,Clothing,Trousers,EMI,8/9/2018,Duhita,Haryana,Chandigarh
B-25957,209,2,1,Clothing,Saree,COD,4/2/2018,Anmol,Rajasthan,Udaipur
B-25793,60,-12,4,Clothing,Hankerchief,Debit Card,15-03-2018,Tushina,Goa,Goa
B-25654,269,-86,2,Electronics,Electronic Games,EMI,17-07-2018,Inderpreet,Himachal Pradesh,Simla
B-25750,208,-25,2,Clothing,Saree,COD,9/9/2018,Mousam,Maharashtra,Mumbai
B-25835,27,2,2,Clothing,Leggings,UPI,22-02-2018,Monisha,Rajasthan,Jaipur
B-25652,206,-206,3,Clothing,Saree,COD,30-06-2018,Shweta,Madhya Pradesh,Indore
B-26018,61,8,4,Clothing,Hankerchief,Debit Card,24-04-2018,Pooja,Bihar,Patna
B-25750,212,-24,2,Furniture,Chairs,COD,28-07-2018,Dhirajendu,Maharashtra,Mumbai
B-25840,262,64,6,Clothing,Saree,EMI,3/5/2018,Sharda,Kerala ,Thiruvananthapuram
B-25756,204,276,3,Furniture,Bookcases,COD,23-09-2018,Sajal,Bihar,Patna
B-25777,59,-46,7,Clothing,T-shirt,UPI,1/7/2018,Aakanksha,Madhya Pradesh,Indore
B-25750,199,-18,2,Clothing,Saree,COD,15-12-2018,Phalguni,Madhya Pradesh,Bhopal
B-25823,59,6,1,Electronics,Accessories,UPI,7/9/2018,Snehal,Punjab,Chandigarh
B-26096,45,9,3,Clothing,Leggings,UPI,28-02-2018,Manish,Himachal Pradesh,Simla
B-25757,211,19,8,Clothing,Stole,COD,10/10/2018,Harsh,Nagaland,Kohima
B-25698,65,-16,2,Electronics,Phones,Debit Card,18-10-2018,Tejas,Karnataka,Bangalore
B-25710,25,0,4,Clothing,Skirt,UPI,21-03-2018,Pearl,Maharashtra,Pune
B-25994,196,-7,5,Electronics,Phones,COD,15-09-2018,Shivangi,Madhya Pradesh,Indore
B-25950,261,13,6,Clothing,Shirt,Credit Card,4/3/2018,Nishi,Maharashtra,Mumbai
B-25653,195,-117,5,Electronics,Phones,COD,15-06-2018,Gunjan,Madhya Pradesh,Indore
B-25785,192,-146,3,Clothing,Saree,COD,1/7/2018,Swetlana,Goa,Goa
B-25863,189,87,7,Clothing,Stole,COD,31-07-2018,Akshat,Maharashtra,Mumbai
B-25959,32,2,2,Clothing,Kurti,UPI,15-07-2018,Namrata,Punjab,Chandigarh
B-25991,188,13,7,Clothing,Shirt,COD,11/12/2018,Jaydeep,Madhya Pradesh,Bhopal
B-25680,73,-25,3,Clothing,Saree,COD,12/7/2018,Rashmi,Madhya Pradesh,Indore
B-25910,259,47,5,Clothing,Hankerchief,Credit Card,13-02-2018,Jahan,Madhya Pradesh,Bhopal
B-25737,187,-15,3,Clothing,Trousers,COD,2/3/2018,Sanjay,Goa,Goa
B-25853,26,11,2,Clothing,Hankerchief,UPI,5/5/2018,Rachna,Haryana,Chandigarh
B-26097,185,-26,6,Furniture,Chairs,COD,14-05-2018,Shefali,Rajasthan,Jaipur
B-25875,248,8,2,Clothing,Saree,Credit Card,28-05-2018,Akanksha,Andhra Pradesh,Hyderabad
B-26031,67,9,4,Clothing,Leggings,Debit Card,22-04-2018,Vini,Karnataka,Bangalore
B-25773,248,-70,3,Furniture,Chairs,Credit Card,28-11-2018,Sumeet,Maharashtra,Mumbai
B-25840,246,61,2,Furniture,Bookcases,Credit Card,27-04-2018,Parishi,West Bengal,Kolkata
B-25908,179,-25,5,Clothing,Kurti,COD,1/11/2018,Ashvini,Maharashtra,Mumbai
B-26041,176,-28,5,Furniture,Furnishings,COD,27-01-2018,Shweta,Rajasthan,Udaipur
B-26010,176,-13,5,Furniture,Furnishings,COD,13-02-2018,Pearl,Maharashtra,Pune
B-25640,68,-62,2,Clothing,Trousers,Debit Card,20-02-2018,Ramesh,Gujarat,Ahmedabad
B-25794,176,37,6,Electronics,Accessories,COD,19-03-2018,Subhashree,Jammu and Kashmir,Kashmir
B-25987,88,11,7,Clothing,Hankerchief,UPI,1/5/2018,Sonal,Bihar,Patna
B-25615,68,20,5,Clothing,Hankerchief,Debit Card,2/6/2018,Ekta,West Bengal,Kolkata
B-25997,231,99,2,Electronics,Electronic Games,Credit Card,23-08-2018,Soumya,Sikkim,Gangtok
B-25981,62,8,2,Clothing,T-shirt,UPI,12/3/2018,Rachna,Haryana,Chandigarh
B-25791,175,77,3,Clothing,Saree,COD,25-04-2018,Manish,Himachal Pradesh,Simla
B-25986,71,4,5,Clothing,Leggings,Debit Card,22-03-2018,Hazel,Karnataka,Bangalore
B-25652,174,-70,3,Electronics,Accessories,COD,28-05-2018,Mahima,Maharashtra,Pune
B-25952,173,69,3,Furniture,Chairs,COD,21-01-2018,Saloni,West Bengal,Kolkata
B-25898,171,2,2,Electronics,Electronic Games,COD,27-07-2018,Anubhaw,Karnataka,Bangalore
B-25785,268,-25,3,Clothing,Saree,COD,29-10-2018,Ananya,Andhra Pradesh,Hyderabad
B-25990,71,32,3,Clothing,Saree,Debit Card,15-09-2018,Rohit,Rajasthan,Jaipur
B-26091,29,10,4,Clothing,Hankerchief,UPI,29-01-2018,Hemangi,Delhi,Delhi
B-25604,65,17,2,Clothing,T-shirt,UPI,21-09-2018,Dinesh,Tamil Nadu,Chennai
B-25754,72,-46,7,Clothing,Kurti,Debit Card,3/8/2018,Ashwin,Goa,Goa
B-25724,168,-51,2,Furniture,Bookcases,COD,26-03-2018,Bhavna,Sikkim,Gangtok
B-25757,165,30,3,Clothing,Stole,COD,1/7/2018,Shivani,Maharashtra,Mumbai
B-25767,74,-59,2,Electronics,Accessories,Debit Card,22-08-2018,Shubham,Himachal Pradesh,Simla
B-25886,89,17,2,Clothing,Stole,UPI,28-03-2018,Monisha,Rajasthan,Jaipur
B-25621,228,63,3,Electronics,Electronic Games,Credit Card,,,,
B-25967,119,-24,4,Furniture,Furnishings,COD,,,,
B-25691,75,-25,3,Clothing,Stole,UPI,,,,
B-25953,67,20,4,Clothing,T-shirt,UPI,,,,
B-25651,7,0,1,Clothing,Leggings,COD,,,,
B-25828,222,35,5,Clothing,Saree,Credit Card,,,,
B-25628,219,-9,4,Clothing,Saree,Credit Card,,,,
B-25703,42,-23,2,Furniture,Furnishings,UPI,,,,
B-25929,216,-135,3,Furniture,Chairs,Credit Card,,,,
B-25748,47,-21,2,Electronics,Electronic Games,COD,,,,
B-25610,68,-55,5,Electronics,Accessories,UPI,,,,
B-25903,74,33,2,Clothing,Shirt,Debit Card,,,,
B-25878,165,46,3,Furniture,Furnishings,COD,,,,
B-26056,101,11,2,Clothing,Hankerchief,UPI,,,,
B-26004,162,73,2,Electronics,Electronic Games,COD,,,,
B-25699,20,-22,1,Furniture,Furnishings,UPI,,,,
B-26053,162,55,3,Clothing,Stole,COD,,,,
B-25654,229,-23,2,Clothing,Saree,UPI,,,,
B-25954,27,0,2,Clothing,Leggings,COD,,,,
B-25910,685,7,7,Clothing,Trousers,UPI,,,,
B-26064,75,2,5,Clothing,Leggings,Debit Card,,,,
B-25983,161,-229,8,Furniture,Furnishings,COD,,,,
B-26002,71,19,3,Clothing,T-shirt,COD,,,,
B-25650,211,-105,2,Clothing,Saree,Credit Card,,,,
B-26043,79,5,6,Clothing,Hankerchief,Debit Card,,,,
B-25657,32,-22,5,Clothing,Saree,UPI,,,,
B-25838,161,40,3,Clothing,Stole,COD,,,,
B-25651,159,4,1,Clothing,Saree,COD,,,,
B-25808,210,-50,4,Clothing,Hankerchief,Credit Card,,,,
B-25973,79,39,2,Clothing,Shirt,Debit Card,,,,
B-25698,207,153,3,Clothing,Saree,Credit Card,,,,
B-25818,36,0,4,Clothing,Kurti,COD,,,,
B-26061,206,12,1,Electronics,Printers,Credit Card,,,,
B-25878,46,0,4,Clothing,Leggings,COD,,,,
B-26054,156,23,3,Clothing,Stole,COD,,,,
B-25809,154,54,3,Clothing,Hankerchief,COD,,,,
B-26042,36,15,3,Clothing,Stole,UPI,,,,
B-26008,206,51,4,Clothing,Hankerchief,Credit Card,,,,
B-25927,200,7,4,Electronics,Electronic Games,Credit Card,,,,
B-26008,199,-1,1,Clothing,Saree,Credit Card,,,,
B-25753,154,22,7,Clothing,T-shirt,COD,,,,
B-25948,152,23,3,Furniture,Furnishings,COD,,,,
B-26094,152,50,6,Clothing,Stole,COD,,,,
B-25654,122,-21,3,Furniture,Furnishings,UPI,,,,
B-25854,149,48,6,Clothing,Stole,COD,,,,
B-25623,149,-87,4,Clothing,Saree,COD,,,,
B-25985,197,20,4,Clothing,Kurti,Credit Card,,,,
B-25723,76,-54,3,Electronics,Electronic Games,COD,,,,
B-25751,221,-15,2,Electronics,Electronic Games,COD,,,,
B-26050,79,32,3,Clothing,Saree,Debit Card,,,,
B-25800,45,12,7,Clothing,Hankerchief,UPI,,,,
B-25673,149,-1,1,Clothing,Saree,COD,,,,
B-26002,80,22,3,Clothing,Stole,Debit Card,,,,
B-26009,195,12,9,Clothing,Shirt,Credit Card,,,,
B-25754,19,0,3,Clothing,Skirt,UPI,,,,
B-25953,81,41,3,Clothing,Stole,Debit Card,,,,
B-26039,83,34,5,Clothing,Shirt,Debit Card,,,,
B-26001,149,17,4,Furniture,Furnishings,COD,,,,
B-25620,193,46,1,Electronics,Printers,Credit Card,,,,
B-26051,85,24,10,Clothing,Hankerchief,Debit Card,,,,
B-25673,44,-17,5,Clothing,Saree,UPI,,,,
B-25721,149,-40,2,Electronics,Phones,COD,,,,
B-25764,26,0,2,Clothing,Kurti,COD,,,,
B-25645,86,0,4,Clothing,T-shirt,Debit Card,,,,
B-26066,86,22,2,Clothing,Saree,Debit Card,,,,
B-26003,79,16,3,Clothing,T-shirt,COD,,,,
B-25712,193,-275,3,Electronics,Phones,Credit Card,,,,
B-25796,148,0,3,Clothing,Saree,COD,,,,
B-25738,70,-14,2,Furniture,Furnishings,UPI,,,,
B-25771,148,59,3,Clothing,Hankerchief,COD,,,,
B-25950,190,19,9,Furniture,Furnishings,Credit Card,,,,
B-26038,52,14,2,Clothing,Stole,COD,,,,
B-26004,147,44,3,Clothing,Saree,COD,,,,
B-25896,190,68,8,Clothing,T-shirt,Credit Card,,,,
B-25601,80,-56,4,Electronics,Electronic Games,UPI,,,,
B-25952,147,48,3,Clothing,Saree,COD,,,,
